Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,temperature,humidity,ph,rainfall,N_percent,P_percent,K_percent,total_yield,Fertilizer_per_ha,Pesticide_per_ha,Soil_Type
Rapeseed &Mustard,Rabi       ,Maharashtra,9233.0,3317,1151.1,1414957.2,3231.6,0.37,34.8,67.8,6.53,298.6,45.9,27.4,26.7,3416.21,153.24999458464205,0.3500054153579551,Loamy
Rice,Kharif     ,Maharashtra,1465730.0,3419021,1151.1,224623122.5,513005.5,1.66,27.5,65.0,5.49,298.6,58.1,21.1,20.9,2433111.8,153.25,0.35,Clayey
Rice,Summer     ,Maharashtra,69640.0,161900,1151.1,10672330.0,24374.0,2.37,28.3,65.6,6.13,298.6,51.4,26.4,22.2,165046.80000000002,153.25,0.35,Clayey
Safflower,Rabi       ,Maharashtra,75670.0,52430,1151.1,11596427.5,26484.5,0.67,21.6,44.5,6.34,298.6,49.5,25.3,25.2,50698.9,153.25,0.35,Loamy
Sesamum,Kharif     ,Maharashtra,29178.0,6786,1151.1,4471528.5,10212.3,0.26,21.3,65.7,6.44,298.6,50.2,25.4,24.4,7586.280000000001,153.25,0.35,Loamy
Sesamum,Rabi       ,Maharashtra,2332.0,55588,1151.1,357379.0,816.2,32.59,24.1,55.7,6.36,298.6,51.2,28.1,20.7,75999.88,153.25,0.35,Loamy
Sesamum,Summer     ,Maharashtra,1984.0,409,1151.1,304048.0,694.4,0.19,22.5,75.0,6.16,298.6,46.5,27.6,25.9,376.96,153.25,0.35,Loamy
Soyabean,Kharif     ,Maharashtra,3840840.0,4586715,1151.1,588608730.0,1344294.0,1.27,26.1,67.3,6.33,298.6,50.4,25.4,24.2,4877866.8,153.25,0.35,Black
Sunflower,Kharif     ,Maharashtra,21076.0,5877,1151.1,3229897.0,7376.6,0.3,26.3,77.8,5.71,298.6,48.8,28.9,22.2,6322.8,153.25,0.35,Alluvial
Sunflower,Rabi       ,Maharashtra,37238.0,28440,1151.1,5706723.5,13033.3,0.79,24.8,57.0,7.42,298.6,49.7,24.7,25.6,29418.02,153.25,0.35,Alluvial
Sunflower,Summer     ,Maharashtra,680.0,869,1151.1,104210.0,238.0,0.8,20.7,53.9,5.84,298.6,51.2,26.7,22.1,544.0,153.25,0.35,Alluvial
Tobacco,Whole Year ,Maharashtra,800.0,1100,1151.1,122600.0,280.0,1.38,23.7,61.9,5.67,298.6,55.3,23.3,21.3,1104.0,153.25,0.35,Loamy
Urad,Kharif     ,Maharashtra,337944.0,183121,1151.1,51789918.0,118280.4,0.58,25.3,67.2,7.04,298.6,49.0,21.9,29.1,196007.52,153.25,0.35,Loamy
Wheat,Rabi       ,Maharashtra,1272006.0,2214012,1151.1,194934919.5,445202.1,1.73,15.3,50.7,6.89,298.6,54.5,23.4,22.1,2200570.38,153.25,0.35,Alluvial
other oilseeds,Summer     ,Maharashtra,281.0,104,1151.1,43063.2,98.4,0.33,23.0,45.3,6.2,298.6,44.8,26.1,29.1,92.73,153.24982206405693,0.3501779359430605,Loamy
Arhar/Tur,Kharif     ,Manipur,533.0,603,2039.8,81682.2,186.6,1.13,25.1,65.7,6.96,298.6,52.2,24.4,23.3,602.29,153.2499061913696,0.3500938086303939,Sandy Loam
Banana,Whole Year ,Manipur,8194.0,109822,2039.8,1255730.5,2867.9,13.55,22.1,79.2,6.15,119.8,54.4,23.5,22.0,111028.7,153.25,0.35,Loamy
Cashewnut,Whole Year ,Manipur,31.0,19,2039.8,4750.8,10.8,0.58,27.1,62.9,5.5,298.6,51.1,19.1,29.8,17.98,153.2516129032258,0.3483870967741935,Loamy
Cowpea(Lobia),Kharif     ,Manipur,962.0,1090,2039.8,147426.5,336.7,1.15,17.9,63.5,6.83,298.6,52.8,20.7,26.5,1106.3,153.25,0.35,Loamy
Dry chillies,Whole Year ,Manipur,359.0,2560,2039.8,55016.8,125.6,7.55,19.7,63.0,5.34,298.6,49.3,27.6,23.1,2710.45,153.25013927576603,0.3498607242339833,Loamy
Ginger,Kharif     ,Manipur,5620.0,52433,2039.8,861265.0,1967.0,11.48,25.5,67.4,6.7,298.6,50.0,23.6,26.3,64517.600000000006,153.25,0.35,Loamy
Gram,Rabi       ,Manipur,791.0,738,2039.8,121220.8,276.8,0.93,25.6,54.3,6.56,298.6,53.8,24.2,22.0,735.63,153.25006321112517,0.349936788874842,Sandy Loam
Maize,Rabi       ,Manipur,7060.0,17000,2039.8,1081945.0,2471.0,2.41,18.6,63.5,6.65,109.8,51.4,30.4,18.3,17014.600000000002,153.25,0.35,Alluvial
Masoor,Rabi       ,Manipur,699.0,659,2039.8,107121.8,244.6,0.94,25.2,48.4,5.7,298.6,51.1,22.2,26.7,657.06,153.25007153075822,0.3499284692417739,Loamy
Moong(Green Gram),Kharif     ,Manipur,451.0,496,2039.8,69115.8,157.8,1.09,24.7,71.7,5.85,298.6,53.5,25.5,21.0,491.59,153.250110864745,0.3498891352549889,Sandy Loam
Other  Rabi pulses,Rabi       ,Manipur,6320.0,5903,2039.8,968540.0,2212.0,0.93,17.8,48.1,6.66,298.6,45.7,28.5,25.8,5877.6,153.25,0.35,Loamy
Other Kharif pulses,Kharif     ,Manipur,1531.0,1717,2039.8,234625.8,535.8,1.14,26.8,61.2,6.38,298.6,44.9,26.0,29.1,1745.34,153.2500326583932,0.3499673416067929,Loamy
Peas & beans (Pulses),Rabi       ,Manipur,18320.0,17031,2039.8,2807540.0,6412.0,0.93,25.0,50.3,6.53,298.6,44.3,28.2,27.5,17037.600000000002,153.25,0.35,Sandy Loam
Potato,Whole Year ,Manipur,15250.0,126860,2039.8,2337062.5,5337.5,8.3,17.6,55.4,6.8,298.6,51.3,27.2,21.5,126575.0,153.25,0.35,Alluvial
Rapeseed &Mustard,Rabi       ,Manipur,29130.0,24900,2039.8,4464172.5,10195.5,0.85,21.0,54.7,7.35,298.6,45.9,30.0,24.1,24760.5,153.25,0.35,Loamy
Soyabean,Kharif     ,Manipur,5100.0,4326,2039.8,781575.0,1785.0,0.85,25.5,52.6,6.7,298.6,53.3,24.0,22.7,4335.0,153.25,0.35,Black
Turmeric,Whole Year ,Manipur,2591.0,29892,2039.8,397070.8,906.8,11.78,18.7,55.9,6.83,298.6,52.9,23.9,23.2,30521.98,153.2500192975685,0.3499807024314936,Red Loamy
Urad,Kharif     ,Manipur,1443.0,1644,2039.8,221139.8,505.0,1.14,30.8,64.6,6.79,298.6,49.1,25.7,25.2,1645.0199999999998,153.25003465003465,0.3499653499653499,Loamy
Arhar/Tur,Kharif     ,Mizoram,272.0,266,2626.8,41684.0,95.2,1.19,26.4,67.3,6.77,298.6,48.8,27.8,23.4,323.68,153.25,0.35,Sandy Loam
Arhar/Tur,Rabi       ,Mizoram,46.0,41,2626.8,7049.5,16.1,0.89,17.4,55.0,6.23,298.6,50.7,27.1,22.2,40.94,153.25,0.35,Sandy Loam
Cowpea(Lobia),Kharif     ,Mizoram,1096.0,1233,2626.8,167962.0,383.6,1.14,22.4,74.8,6.19,298.6,51.0,23.8,25.2,1249.4399999999998,153.25,0.35,Loamy
Cowpea(Lobia),Rabi       ,Mizoram,115.0,126,2626.8,17623.8,40.2,1.15,25.3,76.0,6.68,298.6,47.2,25.6,27.2,132.25,153.2504347826087,0.3495652173913043,Loamy
Maize,Rabi       ,Mizoram,298.0,468,2626.8,45668.5,104.3,1.73,21.1,63.7,6.72,109.8,51.2,30.7,18.1,515.54,153.25,0.35,Alluvial
Onion,Rabi       ,Mizoram,35.0,127,2626.8,5363.8,12.2,3.63,25.0,54.0,6.84,298.6,48.3,27.5,24.3,127.05,153.2514285714286,0.3485714285714285,Loamy
Other  Rabi pulses,Rabi       ,Mizoram,1217.0,1964,2626.8,186505.2,426.0,1.77,21.6,41.3,6.64,298.6,46.1,29.6,24.3,2154.09,153.24995891536565,0.3500410846343467,Loamy
Other Kharif pulses,Kharif     ,Mizoram,784.0,1144,2626.8,120148.0,274.4,1.34,23.5,76.5,5.85,298.6,47.1,30.2,22.7,1050.5600000000002,153.25,0.35,Loamy
Potato,Kharif     ,Mizoram,106.0,437,2626.8,16244.5,37.1,3.75,27.7,64.9,5.91,298.6,52.4,25.3,22.3,397.5,153.25,0.35,Alluvial
Potato,Rabi       ,Mizoram,43.0,250,2626.8,6589.8,15.0,5.81,32.7,67.3,6.74,298.6,50.2,23.7,26.1,249.83,153.2511627906977,0.3488372093023256,Alluvial
Rapeseed &Mustard,Rabi       ,Mizoram,326.0,327,2626.8,49959.5,114.1,0.91,29.0,53.5,6.41,298.6,49.4,29.7,20.9,296.66,153.25,0.35,Loamy
Rice,Autumn     ,Mizoram,19602.0,23665,2626.8,3004006.5,6860.7,1.21,25.4,85.7,4.99,298.6,51.8,29.8,18.4,23718.42,153.25,0.35,Clayey
Rice,Kharif     ,Mizoram,16862.0,36979,2626.8,2584101.5,5901.7,2.23,25.4,73.3,5.12,298.6,58.3,25.0,16.7,37602.26,153.25,0.35,Clayey
Rice,Rabi       ,Mizoram,394.0,872,2626.8,60380.5,137.9,2.21,24.3,73.6,5.35,298.6,51.1,30.2,18.7,870.74,153.25,0.35,Clayey
Sesamum,Kharif     ,Mizoram,850.0,572,2626.8,130262.5,297.5,0.72,23.1,49.1,6.92,298.6,48.1,27.7,24.2,612.0,153.25,0.35,Loamy
Soyabean,Kharif     ,Mizoram,1019.0,1604,2626.8,156161.8,356.6,1.48,29.6,57.9,6.71,298.6,49.0,29.4,21.6,1508.12,153.25004906771343,0.3499509322865555,Black
Tapioca,Kharif     ,Mizoram,164.0,1884,2626.8,25133.0,57.4,10.21,19.5,42.4,6.09,298.6,53.3,24.5,22.2,1674.44,153.25,0.35,Loamy
Tobacco,Whole Year ,Mizoram,222.0,203,2626.8,34021.5,77.7,0.69,23.7,41.3,5.6,298.6,49.3,22.0,28.7,153.17999999999998,153.25,0.35,Loamy
Arhar/Tur,Kharif     ,Nagaland,3200.0,2890,1959.8,490400.0,1120.0,0.9,34.5,70.4,6.02,298.6,48.7,25.8,25.5,2880.0,153.25,0.35,Sandy Loam
Bajra,Kharif     ,Nagaland,690.0,700,1959.8,105742.5,241.5,1.0,32.5,45.6,6.59,298.6,52.9,25.5,21.6,690.0,153.25,0.35,Sandy
Barley,Rabi       ,Nagaland,540.0,560,1959.8,82755.0,189.0,1.03,17.7,75.5,7.01,298.6,51.0,21.5,27.5,556.2,153.25,0.35,Loamy
Castor seed,Kharif     ,Nagaland,340.0,230,1959.8,52105.0,119.0,0.62,24.6,40.6,7.73,298.6,51.4,20.8,27.7,210.8,153.25,0.35,Sandy Loam
Cotton(lint),Kharif     ,Nagaland,130.0,80,1959.8,19922.5,45.5,0.62,28.9,63.7,6.08,99.9,46.3,23.8,29.9,80.6,153.25,0.35,Black
Cowpea(Lobia),Kharif     ,Nagaland,530.0,770,1959.8,81222.5,185.5,1.45,28.7,37.8,7.01,298.6,52.4,23.0,24.5,768.5,153.25,0.35,Loamy
Ginger,Kharif     ,Nagaland,3860.0,35220,1959.8,591545.0,1351.0,9.13,24.6,66.4,5.63,298.6,47.1,27.9,25.0,35241.8,153.25,0.35,Loamy
Gram,Rabi       ,Nagaland,750.0,620,1959.8,114937.5,262.5,0.82,19.6,63.2,6.79,298.6,46.2,27.3,26.4,615.0,153.25,0.35,Sandy Loam
Horse-gram,Kharif     ,Nagaland,500.0,530,1959.8,76625.0,175.0,1.04,27.1,75.9,6.43,298.6,48.1,25.9,25.9,520.0,153.25,0.35,Loamy
Jowar,Kharif     ,Nagaland,260.0,250,1959.8,39845.0,91.0,0.96,33.2,63.5,6.73,298.6,49.9,26.9,23.2,249.6,153.25,0.35,Red
Jute,Kharif     ,Nagaland,3070.0,5850,1959.8,470477.5,1074.5,1.9,25.8,69.5,6.49,199.8,48.1,26.3,25.6,5833.0,153.25,0.35,Loamy
Linseed,Rabi       ,Nagaland,5810.0,4710,1959.8,890382.5,2033.5,0.81,25.3,48.8,5.9,298.6,50.5,25.2,24.3,4706.1,153.25,0.35,Loamy
Maize,Kharif     ,Nagaland,63660.0,126040,1959.8,9755895.0,22281.0,1.98,23.9,65.1,5.31,109.8,53.3,24.5,22.2,126046.8,153.25,0.35,Alluvial
Maize,Rabi       ,Nagaland,5300.0,10500,1959.8,812225.0,1855.0,1.98,24.9,40.6,5.21,109.8,50.0,29.0,21.0,10494.0,153.25,0.35,Alluvial
Masoor,Rabi       ,Nagaland,2080.0,1700,1959.8,318760.0,728.0,0.82,21.9,53.2,6.06,298.6,49.1,25.3,25.5,1705.6,153.25,0.35,Loamy
Mesta,Kharif     ,Nagaland,1880.0,2090,1959.8,288110.0,658.0,1.1,20.4,48.3,5.95,298.6,53.4,28.9,17.7,2068.0,153.25,0.35,Loamy
Moong(Green Gram),Kharif     ,Nagaland,450.0,460,1959.8,68962.5,157.5,1.01,20.3,49.2,5.58,298.6,52.7,21.4,25.9,454.5,153.25,0.35,Sandy Loam
Niger seed,Kharif     ,Nagaland,32650.0,36560,1959.8,5003612.5,11427.5,1.08,21.0,75.2,5.99,298.6,46.7,24.2,29.1,35262.0,153.25,0.35,Loamy
Niger seed,Rabi       ,Nagaland,35430.0,33830,1959.8,5429647.5,12400.5,0.96,27.4,52.0,6.6,298.6,46.0,28.0,26.0,34012.8,153.25,0.35,Loamy
Other  Rabi pulses,Rabi       ,Nagaland,10000.0,12650,1959.8,1532500.0,3500.0,1.26,19.9,56.9,6.24,298.6,43.1,30.4,26.5,12600.0,153.25,0.35,Loamy
Peas & beans (Pulses),Kharif     ,Nagaland,2350.0,3190,1959.8,360137.5,822.5,1.35,25.0,57.9,6.32,298.6,46.5,26.2,27.4,3172.5,153.25,0.35,Sandy Loam
Peas & beans (Pulses),Rabi       ,Nagaland,7200.0,7920,1959.8,1103400.0,2520.0,1.1,26.5,42.4,6.14,298.6,43.6,28.7,27.7,7920.000000000001,153.25,0.35,Sandy Loam
Potato,Rabi       ,Nagaland,7480.0,74840,1959.8,1146310.0,2618.0,10.0,30.5,54.1,6.03,298.6,50.9,26.7,22.4,74800.0,153.25,0.35,Alluvial
Ragi,Kharif     ,Nagaland,330.0,320,1959.8,50572.5,115.5,1.0,18.7,51.0,6.23,298.6,53.4,20.7,25.9,330.0,153.25,0.35,Red
Rapeseed &Mustard,Rabi       ,Nagaland,27400.0,27760,1959.8,4199050.0,9590.0,1.01,18.5,60.8,5.74,298.6,48.7,23.4,27.9,27674.0,153.25,0.35,Loamy
Rice,Kharif     ,Nagaland,201860.0,491660,1959.8,30935045.0,70651.0,2.39,25.9,73.4,5.48,298.6,56.5,23.8,19.7,482445.4,153.25,0.35,Clayey
Rice,Rabi       ,Nagaland,4800.0,13400,1959.8,735600.0,1680.0,2.79,18.5,67.1,5.32,298.6,48.7,29.7,21.6,13392.0,153.25,0.35,Clayey
Sesamum,Kharif     ,Nagaland,3620.0,2200,1959.8,554765.0,1267.0,0.61,29.6,52.4,5.65,298.6,47.4,28.5,24.1,2208.2,153.25,0.35,Loamy
Soyabean,Kharif     ,Nagaland,24980.0,31410,1959.8,3828185.0,8743.0,1.25,21.0,71.5,6.82,298.6,54.6,27.3,18.1,31225.0,153.25,0.35,Black
Sunflower,Kharif     ,Nagaland,350.0,300,1959.8,53637.5,122.5,0.84,33.1,50.4,6.18,298.6,56.1,21.6,22.3,294.0,153.25,0.35,Alluvial
Sunflower,Rabi       ,Nagaland,2220.0,1360,1959.8,340215.0,777.0,0.62,19.6,61.9,6.33,298.6,46.7,26.7,26.6,1376.4,153.25,0.35,Alluvial
Sweet potato,Kharif     ,Nagaland,1770.0,15070,1959.8,271252.5,619.5,8.51,32.2,60.6,6.96,298.6,46.1,26.9,27.0,15062.7,153.25,0.35,Loamy
Tapioca,Kharif     ,Nagaland,2380.0,48170,1959.8,364735.0,833.0,20.25,21.0,67.2,6.64,298.6,49.1,26.6,24.4,48195.0,153.25,0.35,Loamy
Urad,Rabi       ,Nagaland,820.0,670,1959.8,125665.0,287.0,0.81,30.8,46.6,5.98,298.6,50.5,23.2,26.3,664.2,153.25,0.35,Loamy
other oilseeds,Kharif     ,Nagaland,2430.0,1460,1959.8,372397.5,850.5,0.6,23.0,37.8,6.94,298.6,48.4,26.2,25.4,1458.0,153.25,0.35,Loamy
Arhar/Tur,Kharif     ,Punjab,5700.0,4900,635.9,873525.0,1995.0,0.9,36.1,27.8,6.1,298.6,53.2,21.0,25.9,5130.0,153.25,0.35,Sandy Loam
Bajra,Kharif     ,Punjab,1200.0,700,635.9,183900.0,420.0,0.55,16.6,59.9,6.52,298.6,52.1,25.8,22.1,660.0,153.25,0.35,Sandy
Barley,Rabi       ,Punjab,8300.0,31500,635.9,1271975.0,2905.0,3.75,25.3,63.8,5.95,298.6,53.1,26.8,20.2,31125.0,153.25,0.35,Loamy
Gram,Rabi       ,Punjab,1600.0,2200,635.9,245200.0,560.0,1.4,22.2,60.4,6.68,298.6,50.1,26.5,23.4,2240.0,153.25,0.35,Sandy Loam
Groundnut,Kharif     ,Punjab,1200.0,2300,635.9,183900.0,420.0,1.95,24.7,54.0,5.61,298.6,41.8,29.7,28.5,2340.0,153.25,0.35,Sandy Loam
Maize,Kharif     ,Punjab,116000.0,445000,635.9,17777000.0,40600.0,3.6,20.9,58.7,6.35,109.8,53.0,25.2,21.9,417600.0,153.25,0.35,Alluvial
Masoor,Rabi       ,Punjab,700.0,400,635.9,107275.0,245.0,0.54,31.8,54.0,5.63,298.6,45.1,30.4,24.5,378.0,153.25,0.35,Loamy
Moong(Green Gram),Kharif     ,Punjab,4800.0,4000,635.9,735600.0,1680.0,0.8,30.9,59.3,6.0,298.6,48.0,24.2,27.8,3840.0,153.25,0.35,Sandy Loam
Peas & beans (Pulses),Rabi       ,Punjab,3100.0,4200,635.9,475075.0,1085.0,1.38,15.9,61.8,6.02,298.6,43.8,29.6,26.6,4278.0,153.25,0.35,Sandy Loam
Rapeseed &Mustard,Rabi       ,Punjab,31700.0,44800,635.9,4858025.0,11095.0,1.46,23.3,65.7,6.28,298.6,50.4,24.5,25.1,46282.0,153.25,0.35,Loamy
Rice,Kharif     ,Punjab,3046000.0,12638000,635.9,466799500.0,1066100.0,4.07,25.4,73.8,5.95,298.6,56.5,25.3,18.2,12397220.0,153.25,0.35,Clayey
Sesamum,Kharif     ,Punjab,3000.0,1100,635.9,459750.0,1050.0,0.31,36.9,77.9,5.87,298.6,48.5,26.8,24.7,930.0,153.25,0.35,Loamy
Sunflower,Rabi       ,Punjab,5800.0,9600,635.9,888850.0,2030.0,1.6,27.4,75.9,6.19,298.6,48.4,28.5,23.1,9280.0,153.25,0.35,Alluvial
Arhar/Tur,Kharif     ,Telangana,386156.0,261118,942.6,59178407.0,135154.6,0.71,24.4,57.0,7.38,298.6,48.8,25.5,25.7,274170.76,153.25,0.35,Sandy Loam
Arhar/Tur,Rabi       ,Telangana,1289.0,1118,942.6,197539.2,451.2,0.73,20.8,55.4,6.28,298.6,52.0,23.9,24.0,940.97,153.2499612102405,0.3500387897595035,Sandy Loam
Bajra,Kharif     ,Telangana,3134.0,2723,942.6,480285.5,1096.9,0.89,27.2,53.7,5.93,298.6,53.5,22.9,23.6,2789.26,153.25,0.35,Sandy
Bajra,Rabi       ,Telangana,13563.0,11791,942.6,2078529.8,4747.0,0.88,23.5,41.5,6.17,298.6,46.9,26.7,26.3,11935.44,153.25000368650004,0.3499963134999631,Sandy
Banana,Kharif     ,Telangana,1579.0,72995,942.6,241981.8,552.6,45.93,27.7,47.7,5.28,119.8,46.4,28.1,25.5,72523.47,153.25003166561115,0.3499683343888537,Loamy
Cashewnut,Kharif     ,Telangana,1841.0,773,942.6,282133.2,644.4,0.4,18.4,66.1,7.0,298.6,51.2,23.8,24.9,736.4000000000001,153.24997284084736,0.3500271591526344,Loamy
Castor seed,Kharif     ,Telangana,44442.0,26207,942.6,6810736.5,15554.7,0.54,30.6,72.2,6.34,298.6,41.9,32.1,26.0,23998.68,153.25,0.35,Sandy Loam
Castor seed,Rabi       ,Telangana,466.0,272,942.6,71414.5,163.1,0.52,25.0,76.7,6.71,298.6,52.2,21.8,26.0,242.32,153.25,0.35,Sandy Loam
Coriander,Kharif     ,Telangana,46.0,20,942.6,7049.5,16.1,0.57,29.9,59.3,6.22,298.6,53.2,21.9,24.9,26.22,153.25,0.35,Loamy
Coriander,Rabi       ,Telangana,1899.0,1212,942.6,291021.8,664.6,0.63,22.1,69.9,6.79,298.6,50.9,27.9,21.2,1196.37,153.25002632964717,0.3499736703528173,Loamy
Cotton(lint),Kharif     ,Telangana,1408760.0,3444408,942.6,215892470.0,493066.0,2.45,34.3,65.6,5.8,99.9,49.8,20.6,29.7,3451462.0000000005,153.25,0.35,Black
Cowpea(Lobia),Kharif     ,Telangana,1058.0,647,942.6,162138.5,370.3,0.55,20.2,59.5,6.88,298.6,52.8,22.1,25.1,581.9000000000001,153.25,0.35,Loamy
Cowpea(Lobia),Rabi       ,Telangana,4900.0,5230,942.6,750925.0,1715.0,1.1,26.7,57.5,7.62,298.6,49.8,25.8,24.3,5390.0,153.25,0.35,Loamy
Dry chillies,Kharif     ,Telangana,109671.0,401648,942.6,16807080.8,38384.8,3.34,22.7,80.2,6.27,298.6,52.4,25.8,21.8,366301.14,153.25000045590903,0.349999544090963,Loamy
Dry chillies,Rabi       ,Telangana,14653.0,81224,942.6,2245572.2,5128.6,5.5,27.2,71.6,6.15,298.6,48.1,22.1,29.8,80591.5,153.2499965877295,0.3500034122705248,Loamy
Garlic,Rabi       ,Telangana,191.0,451,942.6,29270.8,66.8,2.74,27.1,75.7,6.25,298.6,54.3,21.3,24.4,523.34,153.25026178010472,0.3497382198952879,Loamy
Ginger,Kharif     ,Telangana,1978.0,13817,942.6,303128.5,692.3,7.0,35.1,64.9,6.3,298.6,47.4,27.2,25.3,13846.0,153.25,0.35,Loamy
Ginger,Rabi       ,Telangana,39.0,272,942.6,5976.8,13.6,6.98,29.2,42.6,7.03,298.6,50.6,22.8,26.6,272.22,153.25128205128206,0.3487179487179487,Loamy
Gram,Rabi       ,Telangana,101431.0,131781,942.6,15544300.8,35500.8,1.32,34.1,68.7,6.69,298.6,46.7,28.2,25.1,133888.92,153.25000049294596,0.3499995070540564,Sandy Loam
Groundnut,Rabi       ,Telangana,140417.0,290379,942.6,21518905.2,49146.0,2.0,24.4,56.2,6.16,298.6,42.5,26.4,31.1,280834.0,153.24999964391776,0.3500003560822407,Sandy Loam
Horse-gram,Kharif     ,Telangana,353.0,135,942.6,54097.2,123.6,0.4,22.4,79.7,5.26,298.6,54.7,19.6,25.7,141.20000000000002,153.2498583569405,0.3501416430594901,Loamy
Horse-gram,Rabi       ,Telangana,1310.0,500,942.6,200757.5,458.5,0.36,19.5,41.2,7.28,298.6,50.8,24.5,24.7,471.6,153.25,0.35,Loamy
Jowar,Kharif     ,Telangana,61943.0,54600,942.6,9492764.8,21680.0,0.84,21.1,54.2,6.07,298.6,47.6,23.9,28.5,52032.12,153.25000080719371,0.3499991928062896,Red
Jowar,Rabi       ,Telangana,27810.0,33101,942.6,4261882.5,9733.5,1.18,27.9,63.5,5.89,298.6,56.0,19.1,25.0,32815.8,153.25,0.35,Red
Maize,Kharif     ,Telangana,636407.0,1756790,942.6,97529372.8,222742.4,3.3,21.0,61.1,5.85,109.8,54.2,25.2,20.6,2100143.1,153.25000007856607,0.3499999214339251,Alluvial
Maize,Rabi       ,Telangana,165415.0,1125685,942.6,25349848.8,57895.2,6.66,25.9,51.7,5.57,109.8,49.4,30.7,19.9,1101663.9,153.25000030227005,0.3499996977299519,Alluvial
Moong(Green Gram),Kharif     ,Telangana,134700.0,82101,942.6,20642775.0,47145.0,0.65,34.0,69.9,7.31,298.6,54.7,26.8,18.5,87555.0,153.25,0.35,Sandy Loam
Moong(Green Gram),Rabi       ,Telangana,11023.0,9955,942.6,1689274.8,3858.0,0.91,25.1,55.7,6.3,298.6,51.9,20.5,27.6,10030.93,153.25000453597025,0.3499954640297559,Sandy Loam
Onion,Kharif     ,Telangana,6153.0,92896,942.6,942947.2,2153.6,15.69,28.0,62.2,6.96,298.6,48.9,28.6,22.4,96540.57,153.24999187388266,0.3500081261173411,Loamy
Onion,Rabi       ,Telangana,9423.0,309477,942.6,1444074.8,3298.0,31.12,26.5,44.9,5.99,298.6,49.5,24.5,26.0,293243.76,153.25000530616578,0.3499946938342353,Loamy
Potato,Kharif     ,Telangana,37.0,405,942.6,5670.2,13.0,10.8,28.2,88.0,6.05,298.6,52.1,25.5,22.4,399.6,153.24864864864864,0.3513513513513513,Alluvial
Potato,Rabi       ,Telangana,3192.0,32377,942.6,489174.0,1117.2,10.56,14.8,47.7,6.12,298.6,52.3,22.0,25.7,33707.520000000004,153.25,0.35,Alluvial
Ragi,Kharif     ,Telangana,838.0,971,942.6,128423.5,293.3,1.09,23.7,48.2,6.91,298.6,47.3,27.1,25.5,913.42,153.25,0.35,Red
Ragi,Rabi       ,Telangana,296.0,341,942.6,45362.0,103.6,1.11,25.0,64.1,6.63,298.6,46.7,25.5,27.8,328.56,153.25,0.35,Red
Rice,Kharif     ,Telangana,889351.0,3028634,942.6,136293040.8,311272.8,3.23,26.3,68.0,5.04,298.6,56.9,26.4,16.7,2872603.73,153.25000005622078,0.3499999437792278,Clayey
Safflower,Kharif     ,Telangana,5.0,5,942.6,766.2,1.8,1.0,23.8,49.4,6.88,298.6,51.1,21.5,27.4,5.0,153.24,0.36,Loamy
Safflower,Rabi       ,Telangana,4364.0,2892,942.6,668783.0,1527.4,0.73,28.5,56.5,6.87,298.6,45.2,30.1,24.6,3185.72,153.25,0.35,Loamy
Sesamum,Kharif     ,Telangana,3268.0,438,942.6,500821.0,1143.8,0.15,30.6,51.2,5.47,298.6,53.1,23.3,23.6,490.2,153.25,0.35,Loamy
Sesamum,Rabi       ,Telangana,17626.0,14161,942.6,2701184.5,6169.1,0.81,25.5,68.4,6.63,298.6,50.0,22.8,27.2,14277.06,153.25,0.35,Loamy
Small millets,Kharif     ,Telangana,851.0,799,942.6,130415.8,297.8,0.94,30.7,32.8,6.25,298.6,45.5,22.6,31.9,799.9399999999999,153.25005875440658,0.3499412455934195,Loamy
Small millets,Rabi       ,Telangana,1.0,1,942.6,153.2,0.4,1.0,29.1,50.2,5.38,298.6,42.1,26.1,31.8,1.0,153.2,0.4,Loamy
Soyabean,Rabi       ,Telangana,33.0,32,942.6,5057.2,11.6,0.98,18.8,47.8,6.29,298.6,51.2,22.6,26.2,32.34,153.24848484848485,0.3515151515151515,Black
Sunflower,Kharif     ,Telangana,951.0,719,942.6,145740.8,332.8,0.86,26.5,49.3,7.55,298.6,49.7,24.5,25.8,817.86,153.25005257623553,0.3499474237644585,Alluvial
Sunflower,Rabi       ,Telangana,4941.0,8865,942.6,757208.2,1729.4,1.78,26.1,54.9,7.13,298.6,47.3,25.2,27.5,8794.98,153.24998988059096,0.3500101194090265,Alluvial
Sweet potato,Rabi       ,Telangana,199.0,1672,942.6,30496.8,69.6,9.56,17.0,64.8,5.93,298.6,49.2,22.5,28.3,1902.44,153.25025125628142,0.3497487437185929,Loamy
Tobacco,Kharif     ,Telangana,2599.0,7080,942.6,398296.8,909.6,3.13,27.1,60.1,5.54,298.6,49.5,24.0,26.4,8134.87,153.25001923816853,0.3499807618314736,Loamy
Tobacco,Rabi       ,Telangana,4005.0,11833,942.6,613766.2,1401.8,3.9,22.6,55.6,5.01,298.6,54.4,22.0,23.5,15619.5,153.24998751560548,0.3500124843945068,Loamy
Turmeric,Kharif     ,Telangana,50566.0,305043,942.6,7749239.5,17698.1,5.84,27.3,69.8,6.48,298.6,53.3,29.0,17.8,295305.44,153.25,0.35,Red Loamy
